Bank Ref,Debit,Credit,Value Date,Description,Counterparty
UTR_NOISE_14004,,627.39,2026-08-15,Miscellaneous deposit 14004,Corp 62
UTR_NOISE_14005,,422.47,2026-08-16,Miscellaneous deposit 14005,Corp 46
UTR_NOISE_14006,,1259.74,2026-08-16,Miscellaneous deposit 14006,Corp 52
UTR_NOISE_14007,,372.46,2026-08-16,Miscellaneous deposit 14007,Corp 75
UTR_NOISE_14008,,1335.69,2026-08-13,Miscellaneous deposit 14008,Corp 81
UTR_NOISE_14009,,409.36,2026-08-15,Miscellaneous deposit 14009,Corp 80
UTR_NOISE_14010,,10110.15,2026-08-17,Miscellaneous deposit 14010,Corp 36
UTR_NOISE_14011,,8302.36,2026-08-15,Miscellaneous deposit 14011,Corp 58
UTR_NOISE_14012,,316.54,2026-08-14,Miscellaneous deposit 14012,Corp 80
UTR_NOISE_14013,,391.53,2026-08-15,Miscellaneous deposit 14013,Corp 41
UTR_NOISE_14014,,1187.00,2026-08-13,Miscellaneous deposit 14014,Corp 82
UTR_NOISE_14015,,1467.96,2026-08-17,Miscellaneous deposit 14015,Corp 15
UTR_NOISE_14016,,980.30,2026-08-16,Miscellaneous deposit 14016,Corp 95
UTR_NOISE_14017,,1443.27,2026-08-17,Miscellaneous deposit 14017,Corp 45
UTR_NOISE_14018,,5338.06,2026-08-15,Miscellaneous deposit 14018,Corp 68
UTR_NOISE_14019,,5502.46,2026-08-13,Miscellaneous deposit 14019,Corp 70
UTR_NOISE_14020,,847.42,2026-08-13,Miscellaneous deposit 14020,Corp 45
UTR_NOISE_14021,,1155.88,2026-08-17,Miscellaneous deposit 14021,Corp 51
UTR_NOISE_14022,,1603.22,2026-08-15,Miscellaneous deposit 14022,Corp 99
UTR_NOISE_14023,,1546.54,2026-08-14,Miscellaneous deposit 14023,Corp 18
UTR_NOISE_14024,,4634.68,2026-08-13,Miscellaneous deposit 14024,Corp 90
UTR_NOISE_14025,,832.78,2026-08-15,Miscellaneous deposit 14025,Corp 34
UTR_NOISE_14026,,43207.85,2026-08-14,Miscellaneous deposit 14026,Corp 87
UTR_NOISE_14027,,8724.77,2026-08-16,Miscellaneous deposit 14027,Corp 8
UTR_NOISE_14028,,1701.56,2026-08-17,Miscellaneous deposit 14028,Corp 82
UTR_NOISE_14029,,26037.80,2026-08-15,Miscellaneous deposit 14029,Corp 8
UTR_NOISE_14030,,245.48,2026-08-14,Miscellaneous deposit 14030,Corp 74
UTR_NOISE_14031,,8848.99,2026-08-16,Miscellaneous deposit 14031,Corp 65
UTR_NOISE_14032,,2947.04,2026-08-14,Miscellaneous deposit 14032,Corp 25
UTR_NOISE_14033,,1670.71,2026-08-14,Miscellaneous deposit 14033,Corp 36
UTR_NOISE_14034,,1691.90,2026-08-13,Miscellaneous deposit 14034,Corp 28
UTR_NOISE_14035,,377.07,2026-08-17,Miscellaneous deposit 14035,Corp 69
UTR_NOISE_14036,,1128.79,2026-08-16,Miscellaneous deposit 14036,Corp 39
UTR_NOISE_14037,,1125.11,2026-08-16,Miscellaneous deposit 14037,Corp 3
UTR_NOISE_14038,,1679.56,2026-08-17,Miscellaneous deposit 14038,Corp 75
UTR_NOISE_14039,,1651.55,2026-08-16,Miscellaneous deposit 14039,Corp 14
UTR_NOISE_14040,,124.95,2026-08-16,Miscellaneous deposit 14040,Corp 39
UTR_NOISE_14041,,436.11,2026-08-13,Miscellaneous deposit 14041,Corp 50
UTR_NOISE_14042,,6188.82,2026-08-15,Miscellaneous deposit 14042,Corp 51
UTR_NOISE_14043,,1558.44,2026-08-16,Miscellaneous deposit 14043,Corp 13
UTR_NOISE_14044,,731.42,2026-08-13,Miscellaneous deposit 14044,Corp 57
UTR_NOISE_14045,,4152.16,2026-08-14,Miscellaneous deposit 14045,Corp 35
UTR_NOISE_14046,,2562.89,2026-08-13,Miscellaneous deposit 14046,Corp 77
UTR_NOISE_14047,,3652.76,2026-08-13,Miscellaneous deposit 14047,Corp 23
UTR_NOISE_14048,,2621.99,2026-08-16,Miscellaneous deposit 14048,Corp 4
UTR_NOISE_14049,,9842.38,2026-08-15,Miscellaneous deposit 14049,Corp 97
UTR_NOISE_14050,,5517.17,2026-08-17,Miscellaneous deposit 14050,Corp 80
UTR_NOISE_14051,,1276.78,2026-08-16,Miscellaneous deposit 14051,Corp 45
UTR_NOISE_14052,,9166.80,2026-08-14,Miscellaneous deposit 14052,Corp 40
UTR_NOISE_14053,,1444.45,2026-08-13,Miscellaneous deposit 14053,Corp 3
UTR_NOISE_14054,,48173.60,2026-08-14,Miscellaneous deposit 14054,Corp 21
UTR_NOISE_14055,,3907.06,2026-08-14,Miscellaneous deposit 14055,Corp 58
UTR_NOISE_14056,,7167.99,2026-08-15,Miscellaneous deposit 14056,Corp 48
UTR_NOISE_14057,,46188.33,2026-08-15,Miscellaneous deposit 14057,Corp 97
UTR_NOISE_14058,,554.59,2026-08-14,Miscellaneous deposit 14058,Corp 97
UTR_NOISE_14059,,6224.44,2026-08-13,Miscellaneous deposit 14059,Corp 24
UTR_NOISE_14060,,674.18,2026-08-17,Miscellaneous deposit 14060,Corp 39
UTR_NOISE_14061,,1218.03,2026-08-13,Miscellaneous deposit 14061,Corp 100
UTR_NOISE_14062,,785.71,2026-08-17,Miscellaneous deposit 14062,Corp 88
UTR_NOISE_14063,,127.58,2026-08-16,Miscellaneous deposit 14063,Corp 99
UTR_NOISE_14064,,7122.08,2026-08-15,Miscellaneous deposit 14064,Corp 37
UTR_NOISE_14065,,9566.37,2026-08-15,Miscellaneous deposit 14065,Corp 100
UTR_NOISE_14066,,4799.05,2026-08-15,Miscellaneous deposit 14066,Corp 77
UTR_NOISE_14067,,1859.75,2026-08-15,Miscellaneous deposit 14067,Corp 46
UTR_NOISE_14068,,228189.01,2026-08-15,Miscellaneous deposit 14068,Corp 76
UTR_NOISE_14069,,8332.22,2026-08-17,Miscellaneous deposit 14069,Corp 22
UTR_NOISE_14070,,3368.09,2026-08-13,Miscellaneous deposit 14070,Corp 55
UTR_NOISE_14071,,5082.50,2026-08-15,Miscellaneous deposit 14071,Corp 31
UTR_NOISE_14072,,105476.44,2026-08-13,Miscellaneous deposit 14072,Corp 12
UTR_NOISE_14073,,992.68,2026-08-17,Miscellaneous deposit 14073,Corp 9
UTR_NOISE_14074,,4130.11,2026-08-15,Miscellaneous deposit 14074,Corp 9
UTR_NOISE_14075,,9218.10,2026-08-15,Miscellaneous deposit 14075,Corp 12
UTR_NOISE_14076,,209365.80,2026-08-15,Miscellaneous deposit 14076,Corp 80
UTR_NOISE_14077,,929.60,2026-08-16,Miscellaneous deposit 14077,Corp 77
UTR_NOISE_14078,,844.42,2026-08-16,Miscellaneous deposit 14078,Corp 23
UTR_NOISE_14079,,1433.54,2026-08-17,Miscellaneous deposit 14079,Corp 21
UTR_NOISE_14080,,2154.80,2026-08-13,Miscellaneous deposit 14080,Corp 46
UTR_NOISE_14081,,9295.77,2026-08-13,Miscellaneous deposit 14081,Corp 100
UTR_NOISE_14082,,22616.05,2026-08-17,Miscellaneous deposit 14082,Corp 12
UTR_NOISE_14083,,1903.16,2026-08-13,Miscellaneous deposit 14083,Corp 9
UTR_NOISE_14084,,29797.17,2026-08-16,Miscellaneous deposit 14084,Corp 19
UTR_NOISE_14085,,1489.94,2026-08-17,Miscellaneous deposit 14085,Corp 52
UTR_NOISE_14086,,4994.41,2026-08-17,Miscellaneous deposit 14086,Corp 52
UTR_NOISE_14087,,1730.92,2026-08-13,Miscellaneous deposit 14087,Corp 15
UTR_NOISE_14088,,38826.17,2026-08-15,Miscellaneous deposit 14088,Corp 10
UTR_NOISE_14089,,9030.55,2026-08-13,Miscellaneous deposit 14089,Corp 50
UTR_NOISE_14090,,168.66,2026-08-14,Miscellaneous deposit 14090,Corp 43
UTR_NOISE_14091,,7165.05,2026-08-14,Miscellaneous deposit 14091,Corp 55
UTR_NOISE_14092,,999.97,2026-08-16,Miscellaneous deposit 14092,Corp 25
UTR_NOISE_14093,,9175.28,2026-08-16,Miscellaneous deposit 14093,Corp 27
UTR_NOISE_14094,,42021.89,2026-08-13,Miscellaneous deposit 14094,Corp 86
UTR_NOISE_14095,,778.30,2026-08-16,Miscellaneous deposit 14095,Corp 3
UTR_NOISE_14096,,188.47,2026-08-17,Miscellaneous deposit 14096,Corp 55
UTR_NOISE_14097,,7820.20,2026-08-15,Miscellaneous deposit 14097,Corp 43
UTR_NOISE_14098,,4839.24,2026-08-14,Miscellaneous deposit 14098,Corp 49
UTR_NOISE_14099,,14674.51,2026-08-17,Miscellaneous deposit 14099,Corp 32
UTR_NOISE_14100,,1726.44,2026-08-13,Miscellaneous deposit 14100,Corp 33
UTR_NOISE_14101,,1851.69,2026-08-15,Miscellaneous deposit 14101,Corp 18
UTR_NOISE_14102,,1858.75,2026-08-16,Miscellaneous deposit 14102,Corp 60
UTR_NOISE_14103,,12582.99,2026-08-17,Miscellaneous deposit 14103,Corp 93
UTR_NOISE_14104,,1501.27,2026-08-13,Miscellaneous deposit 14104,Corp 8
UTR_NOISE_14105,,1703.49,2026-08-15,Miscellaneous deposit 14105,Corp 39
UTR_NOISE_14106,,13120.63,2026-08-14,Miscellaneous deposit 14106,Corp 95
UTR_NOISE_14107,,2694.32,2026-08-17,Miscellaneous deposit 14107,Corp 13
UTR_NOISE_14108,,5728.88,2026-08-16,Miscellaneous deposit 14108,Corp 21
UTR_NOISE_14109,,36201.83,2026-08-16,Miscellaneous deposit 14109,Corp 19
UTR_NOISE_14110,,5132.52,2026-08-17,Miscellaneous deposit 14110,Corp 87
UTR_NOISE_14111,,1107.96,2026-08-16,Miscellaneous deposit 14111,Corp 10
UTR_NOISE_14112,,29797.55,2026-08-17,Miscellaneous deposit 14112,Corp 77
UTR_NOISE_14113,,1247.64,2026-08-16,Miscellaneous deposit 14113,Corp 94
UTR_NOISE_14114,,2473.22,2026-08-14,Miscellaneous deposit 14114,Corp 48
UTR_NOISE_14115,,5564.81,2026-08-16,Miscellaneous deposit 14115,Corp 65
UTR_NOISE_14116,,1971.37,2026-08-16,Miscellaneous deposit 14116,Corp 57
UTR_NOISE_14117,,1976.97,2026-08-15,Miscellaneous deposit 14117,Corp 59
UTR_NOISE_14118,,4719.45,2026-08-17,Miscellaneous deposit 14118,Corp 71
UTR_NOISE_14119,,6268.19,2026-08-13,Miscellaneous deposit 14119,Corp 88
UTR_NOISE_14120,,363.86,2026-08-15,Miscellaneous deposit 14120,Corp 45
UTR_NOISE_14121,,8618.29,2026-08-15,Miscellaneous deposit 14121,Corp 23
UTR_NOISE_14122,,1383.66,2026-08-14,Miscellaneous deposit 14122,Corp 92
UTR_NOISE_14123,,4540.62,2026-08-13,Miscellaneous deposit 14123,Corp 85
UTR_NOISE_14124,,4906.41,2026-08-14,Miscellaneous deposit 14124,Corp 100
UTR_NOISE_14125,,1403.55,2026-08-14,Miscellaneous deposit 14125,Corp 51
UTR_NOISE_14126,,817.03,2026-08-16,Miscellaneous deposit 14126,Corp 44
UTR_NOISE_14127,,2640.30,2026-08-16,Miscellaneous deposit 14127,Corp 72
UTR_NOISE_14128,,6499.91,2026-08-17,Miscellaneous deposit 14128,Corp 50
UTR_NOISE_14129,,1138.10,2026-08-13,Miscellaneous deposit 14129,Corp 15
UTR_NOISE_14130,,867.97,2026-08-16,Miscellaneous deposit 14130,Corp 9
UTR_NOISE_14131,,747.08,2026-08-15,Miscellaneous deposit 14131,Corp 30
UTR_NOISE_14132,,5733.10,2026-08-14,Miscellaneous deposit 14132,Corp 68
UTR_NOISE_14133,,4335.24,2026-08-14,Miscellaneous deposit 14133,Corp 49
UTR_NOISE_14134,,20170.35,2026-08-14,Miscellaneous deposit 14134,Corp 28
UTR_NOISE_14135,,4320.49,2026-08-13,Miscellaneous deposit 14135,Corp 74
UTR_NOISE_14136,,6669.36,2026-08-14,Miscellaneous deposit 14136,Corp 27
UTR_NOISE_14137,,493.39,2026-08-15,Miscellaneous deposit 14137,Corp 94
UTR_NOISE_14138,,9932.04,2026-08-13,Miscellaneous deposit 14138,Corp 7
UTR_NOISE_14139,,1243.13,2026-08-16,Miscellaneous deposit 14139,Corp 48
UTR_NOISE_14140,,9099.53,2026-08-13,Miscellaneous deposit 14140,Corp 53
UTR_NOISE_14141,,21607.40,2026-08-14,Miscellaneous deposit 14141,Corp 57
UTR_NOISE_14142,,1103.81,2026-08-14,Miscellaneous deposit 14142,Corp 60
UTR_NOISE_14143,,1149.13,2026-08-13,Miscellaneous deposit 14143,Corp 86
UTR_NOISE_14144,,1980.82,2026-08-15,Miscellaneous deposit 14144,Corp 95
UTR_NOISE_14145,,4811.10,2026-08-17,Miscellaneous deposit 14145,Corp 5
UTR_NOISE_14146,,1409.55,2026-08-16,Miscellaneous deposit 14146,Corp 73
UTR_NOISE_14147,,85155.82,2026-08-14,Miscellaneous deposit 14147,Corp 70
UTR_NOISE_14148,,1938.30,2026-08-15,Miscellaneous deposit 14148,Corp 89
UTR_NOISE_14149,,8201.45,2026-08-15,Miscellaneous deposit 14149,Corp 71
UTR_NOISE_14150,,336.86,2026-08-14,Miscellaneous deposit 14150,Corp 1
UTR_NOISE_14151,,492.79,2026-08-15,Miscellaneous deposit 14151,Corp 60
UTR_NOISE_14152,,2011.43,2026-08-17,Miscellaneous deposit 14152,Corp 79
UTR_NOISE_14153,,3658.88,2026-08-14,Miscellaneous deposit 14153,Corp 66
UTR_NOISE_14154,,204499.36,2026-08-13,Miscellaneous deposit 14154,Corp 26
UTR_NOISE_14155,,700.27,2026-08-13,Miscellaneous deposit 14155,Corp 6
UTR_NOISE_14156,,435.92,2026-08-13,Miscellaneous deposit 14156,Corp 74
UTR_NOISE_14157,,3409.88,2026-08-15,Miscellaneous deposit 14157,Corp 68
UTR_NOISE_14158,,3149.98,2026-08-17,Miscellaneous deposit 14158,Corp 82
UTR_NOISE_14159,,1854.11,2026-08-17,Miscellaneous deposit 14159,Corp 55
UTR_NOISE_14160,,131.83,2026-08-13,Miscellaneous deposit 14160,Corp 26
UTR_NOISE_14161,,286.02,2026-08-17,Miscellaneous deposit 14161,Corp 17
UTR_NOISE_14162,,2172.58,2026-08-13,Miscellaneous deposit 14162,Corp 85
UTR_NOISE_14163,,1469.87,2026-08-17,Miscellaneous deposit 14163,Corp 10
UTR_NOISE_14164,,1821.44,2026-08-14,Miscellaneous deposit 14164,Corp 98
UTR_NOISE_14165,,1353.89,2026-08-13,Miscellaneous deposit 14165,Corp 8
UTR_NOISE_14166,,6451.09,2026-08-13,Miscellaneous deposit 14166,Corp 48
UTR_NOISE_14167,,75853.48,2026-08-16,Miscellaneous deposit 14167,Corp 41
UTR_NOISE_14168,,579.01,2026-08-16,Miscellaneous deposit 14168,Corp 17
UTR_NOISE_14169,,366.26,2026-08-17,Miscellaneous deposit 14169,Corp 71
UTR_NOISE_14170,,303.07,2026-08-16,Miscellaneous deposit 14170,Corp 87
UTR_NOISE_14171,,6287.52,2026-08-15,Miscellaneous deposit 14171,Corp 99
UTR_NOISE_14172,,4539.79,2026-08-17,Miscellaneous deposit 14172,Corp 3
UTR_NOISE_14173,,921.23,2026-08-15,Miscellaneous deposit 14173,Corp 28
UTR_NOISE_14174,,589.81,2026-08-16,Miscellaneous deposit 14174,Corp 9
UTR_NOISE_14175,,9650.19,2026-08-13,Miscellaneous deposit 14175,Corp 68
UTR_NOISE_14176,,68438.66,2026-08-15,Miscellaneous deposit 14176,Corp 76
UTR_NOISE_14177,,776.33,2026-08-13,Miscellaneous deposit 14177,Corp 68
UTR_NOISE_14178,,956.69,2026-08-16,Miscellaneous deposit 14178,Corp 11
UTR_NOISE_14179,,779.67,2026-08-16,Miscellaneous deposit 14179,Corp 27
UTR_NOISE_14180,,1657.11,2026-08-14,Miscellaneous deposit 14180,Corp 82
UTR_NOISE_14181,,7248.91,2026-08-16,Miscellaneous deposit 14181,Corp 61
UTR_NOISE_14182,,874.07,2026-08-15,Miscellaneous deposit 14182,Corp 93
UTR_NOISE_14183,,366.07,2026-08-17,Miscellaneous deposit 14183,Corp 77
UTR_NOISE_14184,,1397.03,2026-08-14,Miscellaneous deposit 14184,Corp 73
UTR_NOISE_14185,,33271.38,2026-08-15,Miscellaneous deposit 14185,Corp 46
UTR_NOISE_14186,,1260.95,2026-08-14,Miscellaneous deposit 14186,Corp 47
UTR_NOISE_14187,,48078.60,2026-08-15,Miscellaneous deposit 14187,Corp 84
UTR_NOISE_14188,,291.91,2026-08-13,Miscellaneous deposit 14188,Corp 60
UTR_NOISE_14189,,144540.94,2026-08-15,Miscellaneous deposit 14189,Corp 19
UTR_NOISE_14190,,3233.96,2026-08-16,Miscellaneous deposit 14190,Corp 35
UTR_NOISE_14191,,101312.79,2026-08-15,Miscellaneous deposit 14191,Corp 52
UTR_NOISE_14192,,137557.49,2026-08-13,Miscellaneous deposit 14192,Corp 73
UTR_NOISE_14193,,16220.72,2026-08-16,Miscellaneous deposit 14193,Corp 64
UTR_NOISE_14194,,603.82,2026-08-15,Miscellaneous deposit 14194,Corp 32
UTR_NOISE_14195,,690.56,2026-08-13,Miscellaneous deposit 14195,Corp 36
UTR_NOISE_14196,,757.86,2026-08-14,Miscellaneous deposit 14196,Corp 26
UTR_NOISE_14197,,1741.13,2026-08-13,Miscellaneous deposit 14197,Corp 16
UTR_NOISE_14198,,8064.27,2026-08-15,Miscellaneous deposit 14198,Corp 94
UTR_NOISE_14199,,207.70,2026-08-14,Miscellaneous deposit 14199,Corp 19
UTR_NOISE_14200,,5475.12,2026-08-17,Miscellaneous deposit 14200,Corp 4
UTR_NOISE_14201,,423.81,2026-08-16,Miscellaneous deposit 14201,Corp 14
UTR_NOISE_14202,,60383.19,2026-08-17,Miscellaneous deposit 14202,Corp 38
UTR_NOISE_14203,,5866.95,2026-08-16,Miscellaneous deposit 14203,Corp 62
UTR_NOISE_14204,,1092.60,2026-08-13,Miscellaneous deposit 14204,Corp 47
UTR_NOISE_14205,,1987.25,2026-08-15,Miscellaneous deposit 14205,Corp 36
UTR_NOISE_14206,,5070.97,2026-08-14,Miscellaneous deposit 14206,Corp 76
UTR_NOISE_14207,,245613.25,2026-08-13,Miscellaneous deposit 14207,Corp 1
UTR_NOISE_14208,,1150.23,2026-08-15,Miscellaneous deposit 14208,Corp 79
UTR_NOISE_14209,,326.08,2026-08-14,Miscellaneous deposit 14209,Corp 33
UTR_NOISE_14210,,1255.96,2026-08-16,Miscellaneous deposit 14210,Corp 1
UTR_NOISE_14211,,257.08,2026-08-15,Miscellaneous deposit 14211,Corp 62
UTR_NOISE_14212,,203.50,2026-08-15,Miscellaneous deposit 14212,Corp 8
UTR_NOISE_14213,,839.71,2026-08-15,Miscellaneous deposit 14213,Corp 70
UTR_NOISE_14214,,5657.32,2026-08-16,Miscellaneous deposit 14214,Corp 38
UTR_NOISE_14215,,1598.78,2026-08-14,Miscellaneous deposit 14215,Corp 88
UTR_NOISE_14216,,9195.47,2026-08-13,Miscellaneous deposit 14216,Corp 68
UTR_NOISE_14217,,5342.34,2026-08-15,Miscellaneous deposit 14217,Corp 44
UTR_NOISE_14218,,1381.09,2026-08-17,Miscellaneous deposit 14218,Corp 28
UTR_NOISE_14219,,8741.42,2026-08-17,Miscellaneous deposit 14219,Corp 96
UTR_NOISE_14220,,359.87,2026-08-14,Miscellaneous deposit 14220,Corp 71
UTR_NOISE_14221,,299.29,2026-08-13,Miscellaneous deposit 14221,Corp 100
UTR_NOISE_14222,,2932.84,2026-08-13,Miscellaneous deposit 14222,Corp 14
UTR_NOISE_14223,,1211.97,2026-08-14,Miscellaneous deposit 14223,Corp 41
UTR_NOISE_14224,,244858.35,2026-08-16,Miscellaneous deposit 14224,Corp 76
UTR_NOISE_14225,,748.13,2026-08-15,Miscellaneous deposit 14225,Corp 18
UTR_NOISE_14226,,41995.82,2026-08-14,Miscellaneous deposit 14226,Corp 28
UTR_NOISE_14227,,1608.62,2026-08-16,Miscellaneous deposit 14227,Corp 22
UTR_NOISE_14228,,8645.50,2026-08-14,Miscellaneous deposit 14228,Corp 42
UTR_NOISE_14229,,49665.48,2026-08-17,Miscellaneous deposit 14229,Corp 26
UTR_NOISE_14230,,39093.14,2026-08-16,Miscellaneous deposit 14230,Corp 18
UTR_NOISE_14231,,7592.12,2026-08-17,Miscellaneous deposit 14231,Corp 56
UTR_NOISE_14232,,5991.14,2026-08-13,Miscellaneous deposit 14232,Corp 98
UTR_NOISE_14233,,665.39,2026-08-16,Miscellaneous deposit 14233,Corp 81
UTR_NOISE_14234,,428.77,2026-08-17,Miscellaneous deposit 14234,Corp 46
UTR_NOISE_14235,,5258.66,2026-08-14,Miscellaneous deposit 14235,Corp 2
UTR_NOISE_14236,,35327.90,2026-08-13,Miscellaneous deposit 14236,Corp 41
UTR_NOISE_14237,,1003.73,2026-08-15,Miscellaneous deposit 14237,Corp 76
UTR_NOISE_14238,,1349.91,2026-08-13,Miscellaneous deposit 14238,Corp 28
UTR_NOISE_14239,,1097.36,2026-08-17,Miscellaneous deposit 14239,Corp 84
UTR_NOISE_14240,,938.62,2026-08-13,Miscellaneous deposit 14240,Corp 97
UTR_NOISE_14241,,951.89,2026-08-15,Miscellaneous deposit 14241,Corp 97
UTR_NOISE_14242,,2016.73,2026-08-17,Miscellaneous deposit 14242,Corp 30
UTR_NOISE_14243,,6342.72,2026-08-15,Miscellaneous deposit 14243,Corp 39
UTR_NOISE_14244,,30329.84,2026-08-15,Miscellaneous deposit 14244,Corp 36
UTR_NOISE_14245,,626.07,2026-08-15,Miscellaneous deposit 14245,Corp 29
UTR_NOISE_14246,,99003.09,2026-08-13,Miscellaneous deposit 14246,Corp 27
UTR_NOISE_14247,,15716.74,2026-08-15,Miscellaneous deposit 14247,Corp 92
UTR_NOISE_14248,,137.27,2026-08-17,Miscellaneous deposit 14248,Corp 28
UTR_NOISE_14249,,1340.48,2026-08-14,Miscellaneous deposit 14249,Corp 16
UTR_NOISE_14250,,6731.02,2026-08-15,Miscellaneous deposit 14250,Corp 47
UTR_NOISE_14251,,16764.20,2026-08-17,Miscellaneous deposit 14251,Corp 60
UTR_NOISE_14252,,171.49,2026-08-17,Miscellaneous deposit 14252,Corp 34
UTR_NOISE_14253,,8721.02,2026-08-15,Miscellaneous deposit 14253,Corp 74
UTR_NOISE_14254,,43231.62,2026-08-16,Miscellaneous deposit 14254,Corp 17
UTR_NOISE_14255,,1570.05,2026-08-14,Miscellaneous deposit 14255,Corp 33
UTR_NOISE_14256,,5280.41,2026-08-17,Miscellaneous deposit 14256,Corp 95
UTR_NOISE_14257,,854.88,2026-08-16,Miscellaneous deposit 14257,Corp 3
UTR_NOISE_14258,,140311.70,2026-08-16,Miscellaneous deposit 14258,Corp 57
UTR_NOISE_14259,,1962.50,2026-08-14,Miscellaneous deposit 14259,Corp 71
UTR_NOISE_14260,,1820.57,2026-08-15,Miscellaneous deposit 14260,Corp 46
UTR_NOISE_14261,,8731.75,2026-08-15,Miscellaneous deposit 14261,Corp 69
UTR_NOISE_14262,,49859.71,2026-08-16,Miscellaneous deposit 14262,Corp 35
UTR_NOISE_14263,,1093.08,2026-08-16,Miscellaneous deposit 14263,Corp 25
UTR_NOISE_14264,,34942.01,2026-08-16,Miscellaneous deposit 14264,Corp 9
UTR_NOISE_14265,,10465.30,2026-08-15,Miscellaneous deposit 14265,Corp 87
UTR_NOISE_14266,,6154.89,2026-08-15,Miscellaneous deposit 14266,Corp 30
UTR_NOISE_14267,,1928.42,2026-08-17,Miscellaneous deposit 14267,Corp 57
UTR_NOISE_14268,,5474.19,2026-08-15,Miscellaneous deposit 14268,Corp 95
UTR_NOISE_14269,,422.87,2026-08-15,Miscellaneous deposit 14269,Corp 28
UTR_NOISE_14270,,4638.17,2026-08-13,Miscellaneous deposit 14270,Corp 21
UTR_NOISE_14271,,6708.84,2026-08-16,Miscellaneous deposit 14271,Corp 72
UTR_NOISE_14272,,36910.92,2026-08-16,Miscellaneous deposit 14272,Corp 66
UTR_NOISE_14273,,38948.14,2026-08-15,Miscellaneous deposit 14273,Corp 41
UTR_NOISE_14274,,657.74,2026-08-17,Miscellaneous deposit 14274,Corp 51
UTR_NOISE_14275,,7512.04,2026-08-15,Miscellaneous deposit 14275,Corp 44
UTR_NOISE_14276,,4884.62,2026-08-13,Miscellaneous deposit 14276,Corp 22
UTR_NOISE_14277,,1380.54,2026-08-13,Miscellaneous deposit 14277,Corp 75
UTR_NOISE_14278,,1575.96,2026-08-16,Miscellaneous deposit 14278,Corp 15
UTR_NOISE_14279,,807.83,2026-08-16,Miscellaneous deposit 14279,Corp 56
UTR_NOISE_14280,,1414.09,2026-08-15,Miscellaneous deposit 14280,Corp 73
UTR_NOISE_14281,,22317.94,2026-08-16,Miscellaneous deposit 14281,Corp 32
UTR_NOISE_14282,,673.65,2026-08-15,Miscellaneous deposit 14282,Corp 65
UTR_NOISE_14283,,486.52,2026-08-13,Miscellaneous deposit 14283,Corp 97
UTR_NOISE_14284,,1298.06,2026-08-13,Miscellaneous deposit 14284,Corp 55
UTR_NOISE_14285,,1940.59,2026-08-17,Miscellaneous deposit 14285,Corp 58
UTR_NOISE_14286,,28411.61,2026-08-15,Miscellaneous deposit 14286,Corp 55
UTR_NOISE_14287,,22529.98,2026-08-15,Miscellaneous deposit 14287,Corp 52
UTR_NOISE_14288,,1665.82,2026-08-15,Miscellaneous deposit 14288,Corp 35
UTR_NOISE_14289,,16693.83,2026-08-15,Miscellaneous deposit 14289,Corp 49
UTR_NOISE_14290,,1062.96,2026-08-16,Miscellaneous deposit 14290,Corp 6
UTR_NOISE_14291,,4713.26,2026-08-16,Miscellaneous deposit 14291,Corp 72
UTR_NOISE_14292,,1804.13,2026-08-13,Miscellaneous deposit 14292,Corp 87
UTR_NOISE_14293,,865.22,2026-08-17,Miscellaneous deposit 14293,Corp 70
UTR_NOISE_14294,,6680.09,2026-08-17,Miscellaneous deposit 14294,Corp 76
UTR_NOISE_14295,,254.22,2026-08-16,Miscellaneous deposit 14295,Corp 99
UTR_NOISE_14296,,1295.44,2026-08-17,Miscellaneous deposit 14296,Corp 34
UTR_NOISE_14297,,9809.82,2026-08-17,Miscellaneous deposit 14297,Corp 15
UTR_NOISE_14298,,6862.81,2026-08-15,Miscellaneous deposit 14298,Corp 72
UTR_NOISE_14299,,372.69,2026-08-14,Miscellaneous deposit 14299,Corp 8
UTR_NOISE_14300,,1381.53,2026-08-16,Miscellaneous deposit 14300,Corp 32
UTR_NOISE_14301,,7320.99,2026-08-13,Miscellaneous deposit 14301,Corp 22
UTR_NOISE_14302,,170751.00,2026-08-15,Miscellaneous deposit 14302,Corp 96
UTR_NOISE_14303,,117685.09,2026-08-14,Miscellaneous deposit 14303,Corp 3
UTR_NOISE_14304,,1131.49,2026-08-15,Miscellaneous deposit 14304,Corp 10
UTR_NOISE_14305,,1694.67,2026-08-15,Miscellaneous deposit 14305,Corp 13
UTR_NOISE_14306,,8360.05,2026-08-17,Miscellaneous deposit 14306,Corp 83
UTR_NOISE_14307,,1279.60,2026-08-17,Miscellaneous deposit 14307,Corp 96
UTR_NOISE_14308,,1904.23,2026-08-13,Miscellaneous deposit 14308,Corp 69
UTR_NOISE_14309,,25575.62,2026-08-17,Miscellaneous deposit 14309,Corp 63
UTR_NOISE_14310,,3343.55,2026-08-16,Miscellaneous deposit 14310,Corp 32
UTR_NOISE_14311,,3772.96,2026-08-14,Miscellaneous deposit 14311,Corp 36
UTR_NOISE_14312,,26696.89,2026-08-17,Miscellaneous deposit 14312,Corp 2
UTR_NOISE_14313,,1535.80,2026-08-16,Miscellaneous deposit 14313,Corp 69
UTR_NOISE_14314,,51253.35,2026-08-17,Miscellaneous deposit 14314,Corp 82
UTR_NOISE_14315,,28028.90,2026-08-17,Miscellaneous deposit 14315,Corp 1
